# image latitude longitude
oxford_151110/1447151628069092.jpg 51.760834 -1.261809
oxford_151110/1447151628881586.jpg 51.760817 -1.261828
oxford_151110/1447151629444084.jpg 51.760796 -1.261835
oxford_151110/1447151629944085.jpg 51.760779 -1.261836
oxford_151110/1447151630381581.jpg 51.760761 -1.261833
oxford_151110/1447151630756575.jpg 51.760744 -1.261828
oxford_151110/1447151631131573.jpg 51.760725 -1.261818
oxford_151110/1447151631506572.jpg 51.760707 -1.261807
oxford_151110/1447151631881569.jpg 51.760687 -1.261796
oxford_151110/1447151632256569.jpg 51.760668 -1.261785
oxford_151110/1447151632631567.jpg 51.76065 -1.261774
oxford_151110/1447151633006568.jpg 51.760641 -1.261768
oxford_151110/1447151633381565.jpg 51.760624 -1.261756
oxford_151110/1447151633756564.jpg 51.760605 -1.261743
oxford_151110/1447151634131563.jpg 51.760586 -1.26173
oxford_151110/1447151634506562.jpg 51.760567 -1.261712
oxford_151110/1447151634881558.jpg 51.760548 -1.261701
oxford_151110/1447151635256557.jpg 51.76053 -1.26169
oxford_151110/1447151635631557.jpg 51.760513 -1.26168
oxford_151110/1447151636069052.jpg 51.760495 -1.261667
oxford_151110/1447151636506552.jpg 51.760478 -1.261655
oxford_151110/1447151636944047.jpg 51.760461 -1.261646
oxford_151110/1447151637319048.jpg 51.760444 -1.261634
oxford_151110/1447151637694045.jpg 51.760426 -1.261627
oxford_151110/1447151638069041.jpg 51.760407 -1.261614
oxford_151110/1447151638444040.jpg 51.760388 -1.261602
oxford_151110/1447151638819039.jpg 51.760374 -1.261579
oxford_151110/1447151639194033.jpg 51.760364 -1.261573
oxford_151110/1447151639569033.jpg 51.760344 -1.261561
oxford_151110/1447151639944028.jpg 51.760318 -1.261561
oxford_151110/1447151640319026.jpg 51.760299 -1.261549
oxford_151110/1447151640694024.jpg 51.76028 -1.26154
oxford_151110/1447151641069022.jpg 51.760262 -1.26153
oxford_151110/1447151641506518.jpg 51.760245 -1.261519
oxford_151110/1447151641944021.jpg 51.76023 -1.26151
oxford_151110/1447151642381518.jpg 51.760214 -1.2615
oxford_151110/1447151642881516.jpg 51.760191 -1.261488
oxford_151110/1447151643381513.jpg 51.760183 -1.261475
oxford_151110/1447151643881512.jpg 51.760162 -1.261465
oxford_151110/1447151644381512.jpg 51.760148 -1.261457
oxford_151110/1447151644881510.jpg 51.760127 -1.261458
oxford_151110/1447151645381506.jpg 51.760118 -1.26142
oxford_151110/1447151645881505.jpg 51.760098 -1.261412
oxford_151110/1447151646443999.jpg 51.760078 -1.261402
oxford_151110/1447151647006497.jpg 51.760067 -1.261394
oxford_151110/1447151647568993.jpg 51.760055 -1.261382
oxford_151110/1447151648068987.jpg 51.760036 -1.261372
oxford_151110/1447151648631486.jpg 51.760015 -1.26136
oxford_151110/1447151649193981.jpg 51.76 -1.261351
oxford_151110/1447151649693980.jpg 51.759983 -1.261345
oxford_151110/1447151650256477.jpg 51.759963 -1.261334
oxford_151110/1447151650756472.jpg 51.759948 -1.261331
oxford_151110/1447151651318972.jpg 51.759904 -1.261328
oxford_151110/1447151651881467.jpg 51.759891 -1.26131
oxford_151110/1447151652318966.jpg 51.759869 -1.261302
oxford_151110/1447151652756463.jpg 51.759857 -1.261295
oxford_151110/1447151653193962.jpg 51.759838 -1.261277
oxford_151110/1447151653568960.jpg 51.759834 -1.261269
